date_cst,hour_cst,vintage,wind10_fc,wind100_fc,dswrf_fc,wind10_an,wind100_an,dswrf_an,e_wind10,e_wind100,e_dswrf,wind10_fc_cw,wind100_fc_cw,dswrf_fc_cw,wind10_an_cw,wind100_an_cw,dswrf_an_cw,e_wind10_cw,e_wind100_cw,e_dswrf_cw
2021-12-01,8,d1_12z,3.7893,5.8371,43.9710,3.8088,5.8688,43.9629,-0.0195,-0.0317,0.0082,5.4022,7.9499,40.5797,5.3974,7.9104,40.5884,0.0047,0.0395,-0.0088
2021-12-01,9,d1_00z,4.3253,5.7679,197.6623,4.2478,5.6626,198.5321,0.0775,0.1053,-0.8697,5.9073,7.8167,196.2264,5.7893,7.6386,197.1330,0.1179,0.1782,-0.9066
2021-12-01,9,d1_12z,4.1993,5.5867,198.5099,4.2478,5.6626,198.5321,-0.0484,-0.0759,-0.0221,5.8112,7.6592,197.0784,5.7893,7.6386,197.1330,0.0218,0.0206,-0.0546
2021-12-01,10,d1_00z,4.6390,5.9621,352.7982,4.6056,5.9218,352.1938,0.0334,0.0403,0.6044,6.2308,8.0191,352.9429,6.1388,7.8664,354.0760,0.0920,0.1528,-1.1331
2021-12-01,10,d1_12z,4.5155,5.7888,352.5061,4.6056,5.9218,352.1938,-0.0901,-0.1329,0.3122,6.0959,7.8060,353.7429,6.1388,7.8664,354.0760,-0.0429,-0.0604,-0.3332
2021-12-01,11,d1_00z,4.8645,6.1638,467.1056,4.8154,6.0902,466.7280,0.0491,0.0736,0.3777,6.4130,8.1875,468.5631,6.2932,7.9558,470.5745,0.1198,0.2318,-2.0114
2021-12-01,11,d1_12z,4.7336,5.9722,467.3309,4.8154,6.0902,466.7280,-0.0818,-0.1181,0.6029,6.2582,7.9303,470.3658,6.2932,7.9558,470.5745,-0.0350,-0.0255,-0.2086
2021-12-01,12,d1_00z,4.9031,6.1708,525.1859,4.8353,6.0581,525.2941,0.0678,0.1127,-0.1082,6.3348,8.0246,529.2346,6.2048,7.7911,530.3622,0.1300,0.2335,-1.1276
2021-12-01,12,d1_12z,4.8083,6.0227,525.1672,4.8353,6.0581,525.2941,-0.0270,-0.0354,-0.1269,6.2092,7.8368,529.9088,6.2048,7.7911,530.3622,0.0044,0.0456,-0.4533
2021-12-01,13,d1_00z,4.7762,6.0039,521.6585,4.6947,5.8732,521.2075,0.0815,0.1307,0.4510,6.0365,7.6375,528.7460,5.9778,7.4923,528.6866,0.0587,0.1451,0.0594
2021-12-01,13,d1_12z,4.7007,5.8854,521.5808,4.6947,5.8732,521.2075,0.0060,0.0122,0.3733,5.9780,7.5213,529.0463,5.9778,7.4923,528.6866,0.0002,0.0290,0.3597
2021-12-01,14,d1_00z,4.5043,5.6763,456.0983,4.4094,5.5401,455.6699,0.0950,0.1362,0.4283,5.6042,7.0938,464.9879,5.5481,6.9632,464.5545,0.0560,0.1305,0.4334
2021-12-01,14,d1_12z,4.4698,5.6271,455.9255,4.4094,5.5401,455.6699,0.0605,0.0869,0.2556,5.6056,7.0820,465.0669,5.5481,6.9632,464.5545,0.0575,0.1188,0.5123
2021-12-01,15,d1_00z,4.0688,5.2207,336.2164,4.0115,5.1266,335.6658,0.0573,0.0940,0.5506,5.0141,6.4209,346.0778,4.9222,6.2547,345.2975,0.0919,0.1662,0.7803
2021-12-01,15,d1_12z,4.0590,5.2137,336.0218,4.0115,5.1266,335.6658,0.0475,0.0871,0.3560,4.9861,6.3780,346.0638,4.9222,6.2547,345.2975,0.0639,0.1234,0.7663
2021-12-01,16,d1_00z,3.1836,4.5379,178.9063,3.1278,4.3897,178.5588,0.0558,0.1482,0.3475,4.1254,5.6521,188.4304,3.9585,5.3359,187.8933,0.1669,0.3162,0.5371
2021-12-01,16,d1_12z,3.1440,4.4819,178.8391,3.1278,4.3897,178.5588,0.0162,0.0922,0.2803,4.0744,5.5915,188.3983,3.9585,5.3359,187.8933,0.1159,0.2556,0.5051
2021-12-01,17,d1_00z,2.7311,4.2149,32.1740,2.6361,3.9703,32.1038,0.0950,0.2446,0.0702,3.3956,5.0731,35.9822,3.2219,4.7217,35.8901,0.1737,0.3514,0.0921
2021-12-01,17,d1_12z,2.6896,4.1312,32.1804,2.6361,3.9703,32.1038,0.0535,0.1608,0.0766,3.3929,5.0839,36.0090,3.2219,4.7217,35.8901,0.1710,0.3622,0.1189
2021-12-01,18,d1_00z,2.5903,4.0583,0.0160,2.4393,3.6871,0.0186,0.1510,0.3712,-0.0026,3.0988,4.7261,0.0131,2.9133,4.3383,0.0200,0.1855,0.3878,-0.0069
2021-12-01,18,d1_12z,2.5472,3.9440,0.0189,2.4393,3.6871,0.0186,0.1079,0.2569,0.0003,3.0987,4.6939,0.0159,2.9133,4.3383,0.0200,0.1854,0.3556,-0.0042
2021-12-01,19,d1_00z,2.6124,4.1377,0.0172,2.3563,3.5571,0.0182,0.2561,0.5806,-0.0010,3.0038,4.7023,0.0160,2.8152,4.2342,0.0182,0.1886,0.4681,-0.0022
2021-12-01,19,d1_12z,2.5692,4.0002,0.0181,2.3563,3.5571,0.0182,0.2129,0.4430,-0.0001,3.0013,4.6087,0.0205,2.8152,4.2342,0.0182,0.1861,0.3745,0.0023
2021-12-01,20,d1_00z,2.7404,4.4540,0.0217,2.3997,3.6490,0.0204,0.3407,0.8050,0.0013,3.0840,4.8980,0.0195,2.8332,4.2988,0.0245,0.2508,0.5991,-0.0051
2021-12-01,20,d1_12z,2.6885,4.2751,0.0224,2.3997,3.6490,0.0204,0.2888,0.6260,0.0020,3.0535,4.7610,0.0179,2.8332,4.2988,0.0245,0.2203,0.4622,-0.0066
2021-12-01,21,d1_00z,2.8724,4.8565,0.0000,2.5182,3.9468,0.0000,0.3542,0.9098,0.0000,3.2771,5.2376,0.0000,2.9128,4.5012,0.0000,0.3643,0.7364,0.0000
2021-12-01,21,d1_12z,2.8395,4.7115,0.0000,2.5182,3.9468,0.0000,0.3213,0.7647,0.0000,3.2565,5.1332,0.0000,2.9128,4.5012,0.0000,0.3437,0.6320,0.0000
2021-12-01,22,d1_00z,3.0137,5.2791,0.0000,2.6941,4.4058,0.0000,0.3197,0.8732,0.0000,3.3667,5.5892,0.0000,3.1122,4.8784,0.0000,0.2546,0.7108,0.0000
2021-12-01,22,d1_12z,3.0105,5.2228,0.0000,2.6941,4.4058,0.0000,0.3165,0.8170,0.0000,3.3811,5.5590,0.0000,3.1122,4.8784,0.0000,0.2689,0.6806,0.0000
2021-12-01,23,d1_00z,3.1567,5.6939,0.0000,2.8477,4.8389,0.0000,0.3090,0.8550,0.0000,3.4732,5.9059,0.0000,3.2997,5.2697,0.0000,0.1735,0.6362,0.0000
2021-12-01,23,d1_12z,3.1620,5.6816,0.0000,2.8477,4.8389,0.0000,0.3142,0.8427,0.0000,3.4986,5.9200,0.0000,3.2997,5.2697,0.0000,0.1990,0.6503,0.0000
2021-12-02,0,d1_00z,3.1819,5.7657,0.0000,2.9842,5.2394,0.0000,0.1977,0.5263,0.0000,3.5604,6.0043,0.0000,3.3966,5.6353,0.0000,0.1638,0.3690,0.0000
2021-12-02,0,d1_12z,2.9842,5.2394,0.0000,2.9842,5.2394,0.0000,0.0000,0.0000,0.0000,3.3966,5.6353,0.0000,3.3966,5.6353,0.0000,0.0000,0.0000,0.0000
2021-12-02,1,d1_00z,3.2562,5.9961,0.0000,3.0785,5.5286,0.0000,0.1777,0.4675,0.0000,3.6446,6.2119,0.0000,3.4732,5.8434,0.0000,0.1714,0.3685,0.0000
2021-12-02,1,d1_12z,3.0785,5.5286,0.0000,3.0785,5.5286,0.0000,0.0000,0.0000,0.0000,3.4732,5.8434,0.0000,3.4732,5.8434,0.0000,0.0000,0.0000,0.0000
2021-12-02,2,d1_00z,3.3212,6.1911,0.0000,3.1909,5.8305,0.0000,0.1303,0.3606,0.0000,3.6813,6.3981,0.0000,3.4852,5.8760,0.0000,0.1961,0.5221,0.0000
2021-12-02,2,d1_12z,3.1603,5.7600,0.0000,3.1909,5.8305,0.0000,-0.0306,-0.0705,0.0000,3.4482,5.7996,0.0000,3.4852,5.8760,0.0000,-0.0370,-0.0764,0.0000
2021-12-02,3,d1_00z,3.4592,6.4985,0.0000,3.3390,6.1913,0.0000,0.1202,0.3072,0.0000,3.8071,6.6799,0.0000,3.6613,6.2262,0.0000,0.1458,0.4536,0.0000
2021-12-02,3,d1_12z,3.3100,6.1192,0.0000,3.3390,6.1913,0.0000,-0.0290,-0.0720,0.0000,3.6286,6.1403,0.0000,3.6613,6.2262,0.0000,-0.0327,-0.0860,0.0000
2021-12-02,4,d1_00z,3.6319,6.8469,0.0000,3.5135,6.5694,0.0000,0.1185,0.2775,0.0000,4.0033,7.0292,0.0000,3.8778,6.7257,0.0000,0.1255,0.3035,0.0000
2021-12-02,4,d1_12z,3.4918,6.5078,0.0000,3.5135,6.5694,0.0000,-0.0216,-0.0616,0.0000,3.8523,6.6558,0.0000,3.8778,6.7257,0.0000,-0.0255,-0.0699,0.0000
2021-12-02,5,d1_00z,3.7905,7.1287,0.0000,3.6680,6.8409,0.0000,0.1225,0.2878,0.0000,4.1876,7.3629,0.0000,4.0799,7.0817,0.0000,0.1077,0.2812,0.0000
2021-12-02,5,d1_12z,3.6626,6.8148,0.0000,3.6680,6.8409,0.0000,-0.0054,-0.0261,0.0000,4.0800,7.0890,0.0000,4.0799,7.0817,0.0000,0.0001,0.0073,0.0000
2021-12-02,6,d1_00z,3.9259,7.2890,0.0000,3.7909,6.9738,0.0000,0.1350,0.3152,0.0000,4.3778,7.6154,0.0000,4.2688,7.3471,0.0000,0.1090,0.2683,0.0000
2021-12-02,6,d1_12z,3.7949,6.9763,0.0000,3.7909,6.9738,0.0000,0.0040,0.0025,0.0000,4.2821,7.3691,0.0000,4.2688,7.3471,0.0000,0.0133,0.0220,0.0000
2021-12-02,7,d1_00z,3.9675,7.2902,0.0452,3.8491,6.9864,0.0452,0.1184,0.3038,0.0000,4.4661,7.7457,0.0076,4.3886,7.5094,0.0076,0.0775,0.2364,0.0000
2021-12-02,7,d1_12z,3.8621,7.0009,0.0452,3.8491,6.9864,0.0452,0.0130,0.0145,0.0000,4.4126,7.5478,0.0076,4.3886,7.5094,0.0076,0.0240,0.0385,0.0000
2021-12-02,8,d1_00z,4.0223,7.0974,42.7185,3.8648,6.7611,42.6591,0.1575,0.3364,0.0594,4.6634,7.6798,38.5515,4.5538,7.4345,38.5001,0.1095,0.2453,0.0514
2021-12-02,8,d1_12z,3.9451,6.9072,42.6594,3.8648,6.7611,42.6591,0.0804,0.1461,0.0003,4.6151,7.5339,38.4982,4.5538,7.4345,38.5001,0.0612,0.0994,-0.0018
2021-12-02,9,d1_00z,4.7992,6.8043,199.4894,4.5995,6.4538,199.0335,0.1996,0.3504,0.4560,5.6335,7.7006,194.6890,5.5389,7.5021,194.1971,0.0945,0.1984,0.4919
2021-12-02,9,d1_12z,4.7078,6.6400,199.3015,4.5995,6.4538,199.0335,0.1082,0.1862,0.2680,5.6103,7.6197,194.4630,5.5389,7.5021,194.1971,0.0714,0.1176,0.2659
2021-12-02,10,d1_00z,5.3972,7.2324,354.6384,5.1576,6.8464,353.7785,0.2396,0.3859,0.8599,6.4031,8.3957,351.9285,6.1768,8.0443,350.9995,0.2263,0.3513,0.9290
2021-12-02,10,d1_12z,5.3070,7.0850,354.2860,5.1576,6.8464,353.7785,0.1494,0.2385,0.5075,6.2766,8.2072,351.5157,6.1768,8.0443,350.9995,0.0998,0.1629,0.5162
2021-12-02,11,d1_00z,5.7154,7.5429,468.6353,5.4997,7.2050,467.3490,0.2158,0.3379,1.2862,6.8227,8.8614,468.7217,6.5437,8.4420,467.2884,0.2790,0.4195,1.4333
2021-12-02,11,d1_12z,5.6524,7.4489,468.0589,5.4997,7.2050,467.3490,0.1527,0.2439,0.7099,6.6616,8.6319,468.0465,6.5437,8.4420,467.2884,0.1179,0.1900,0.7581
2021-12-02,12,d1_00z,5.9732,7.8524,526.6138,5.8035,7.5954,524.9501,0.1697,0.2571,1.6638,7.1321,9.2501,529.5866,6.8824,8.8765,527.7102,0.2497,0.3736,1.8764
2021-12-02,12,d1_12z,5.8918,7.7331,525.8136,5.8035,7.5954,524.9501,0.0883,0.1377,0.8636,6.9432,8.9734,528.6441,6.8824,8.8765,527.7102,0.0608,0.0969,0.9339
2021-12-02,13,d1_00z,6.1852,8.1642,522.4699,6.0590,7.9728,520.7169,0.1262,0.1914,1.7530,7.3381,9.5336,528.1055,7.1323,9.2434,526.0771,0.2058,0.2902,2.0284
2021-12-02,13,d1_12z,6.0839,8.0229,521.4852,6.0590,7.9728,520.7169,0.0249,0.0501,0.7683,7.1405,9.2712,526.9403,7.1323,9.2434,526.0771,0.0082,0.0278,0.8632
2021-12-02,14,d1_00z,6.2020,8.3010,456.6759,6.0630,8.0952,455.0336,0.1390,0.2058,1.6422,7.2541,9.5458,464.5024,7.0435,9.2478,462.6141,0.2106,0.2980,1.8884
2021-12-02,14,d1_12z,6.0791,8.1314,455.6556,6.0630,8.0952,455.0336,0.0160,0.0362,0.6219,7.0793,9.3096,463.2847,7.0435,9.2478,462.6141,0.0358,0.0617,0.6706
2021-12-02,15,d1_00z,5.7253,7.9550,336.6289,5.5937,7.7625,335.2099,0.1316,0.1925,1.4190,6.7357,9.1854,345.8899,6.4818,8.8364,344.3272,0.2539,0.3491,1.5627
2021-12-02,15,d1_12z,5.6019,7.7839,335.7861,5.5937,7.7625,335.2099,0.0082,0.0214,0.5762,6.5350,8.9101,344.9145,6.4818,8.8364,344.3272,0.0531,0.0737,0.5873
2021-12-02,16,d1_00z,4.8625,7.4603,178.9310,4.7312,7.3159,178.0445,0.1313,0.1444,0.8865,6.0808,8.8867,188.1956,5.7919,8.5788,187.2543,0.2890,0.3079,0.9413
2021-12-02,16,d1_12z,4.7642,7.3639,178.4619,4.7312,7.3159,178.0445,0.0330,0.0480,0.4174,5.9188,8.7248,187.6590,5.7919,8.5788,187.2543,0.1269,0.1460,0.4047
2021-12-02,17,d1_00z,4.1753,7.3996,31.9717,4.0835,7.4342,31.7749,0.0917,-0.0346,0.1968,5.2041,8.8224,35.7452,4.8307,8.6231,35.5354,0.3735,0.1993,0.2099
2021-12-02,17,d1_12z,4.1454,7.4168,31.8655,4.0835,7.4342,31.7749,0.0618,-0.0174,0.0906,5.0340,8.7458,35.6301,4.8307,8.6231,35.5354,0.2034,0.1227,0.0947
2021-12-02,18,d1_00z,3.9790,7.2553,0.0151,3.9276,7.3729,0.0167,0.0513,-0.1176,-0.0016,4.9101,8.6349,0.0117,4.6268,8.4333,0.0165,0.2833,0.2016,-0.0049
2021-12-02,18,d1_12z,3.9558,7.2747,0.0147,3.9276,7.3729,0.0167,0.0282,-0.0982,-0.0020,4.7854,8.5374,0.0184,4.6268,8.4333,0.0165,0.1586,0.1041,0.0019
2021-12-02,19,d1_00z,3.8989,7.0771,0.0188,3.8495,7.2034,0.0153,0.0494,-0.1263,0.0035,4.7545,8.3789,0.0128,4.5355,8.2059,0.0135,0.2190,0.1730,-0.0006
2021-12-02,19,d1_12z,3.8710,7.0730,0.0169,3.8495,7.2034,0.0153,0.0215,-0.1304,0.0016,4.6602,8.2711,0.0110,4.5355,8.2059,0.0135,0.1246,0.0652,-0.0025
2021-12-02,20,d1_00z,3.8062,6.8723,0.0196,3.7441,7.0355,0.0203,0.0621,-0.1632,-0.0007,4.5689,8.1387,0.0212,4.2664,7.9017,0.0213,0.3025,0.2371,-0.0001
2021-12-02,20,d1_12z,3.7793,6.8730,0.0234,3.7441,7.0355,0.0203,0.0352,-0.1625,0.0031,4.4685,8.0340,0.0212,4.2664,7.9017,0.0213,0.2021,0.1323,-0.0000
2021-12-02,21,d1_00z,3.6766,6.6329,0.0000,3.6388,6.9032,0.0000,0.0377,-0.2703,0.0000,4.4016,7.8359,0.0000,4.1623,7.6853,0.0000,0.2393,0.1507,0.0000
2021-12-02,21,d1_12z,3.6542,6.6814,0.0000,3.6388,6.9032,0.0000,0.0153,-0.2218,0.0000,4.3127,7.7891,0.0000,4.1623,7.6853,0.0000,0.1504,0.1038,0.0000
2021-12-02,22,d1_00z,3.5921,6.4564,0.0000,3.5615,6.7284,0.0000,0.0306,-0.2720,0.0000,4.3807,7.6153,0.0000,4.1023,7.5065,0.0000,0.2784,0.1088,0.0000
2021-12-02,22,d1_12z,3.5687,6.5206,0.0000,3.5615,6.7284,0.0000,0.0072,-0.2077,0.0000,4.2509,7.5363,0.0000,4.1023,7.5065,0.0000,0.1486,0.0298,0.0000
2021-12-02,23,d1_00z,3.5778,6.3424,0.0000,3.5854,6.6653,0.0000,-0.0076,-0.3229,0.0000,4.4454,7.5159,0.0000,4.2919,7.5806,0.0000,0.1535,-0.0647,0.0000
2021-12-02,23,d1_12z,3.6011,6.4560,0.0000,3.5854,6.6653,0.0000,0.0158,-0.2092,0.0000,4.4689,7.6274,0.0000,4.2919,7.5806,0.0000,0.1770,0.0468,0.0000
2021-12-03,0,d1_00z,3.5792,6.2867,0.0000,3.6408,6.6524,0.0000,-0.0616,-0.3658,0.0000,4.4640,7.5245,0.0000,4.4070,7.6594,0.0000,0.0570,-0.1349,0.0000
2021-12-03,0,d1_12z,3.6408,6.6524,0.0000,3.6408,6.6524,0.0000,0.0000,0.0000,0.0000,4.4070,7.6594,0.0000,4.4070,7.6594,0.0000,0.0000,0.0000,0.0000
2021-12-03,1,d1_00z,3.5638,6.1793,0.0000,3.6500,6.5974,0.0000,-0.0862,-0.4181,0.0000,4.4966,7.5345,0.0000,4.4899,7.7057,0.0000,0.0067,-0.1712,0.0000
2021-12-03,1,d1_12z,3.6500,6.5974,0.0000,3.6500,6.5974,0.0000,0.0000,0.0000,0.0000,4.4899,7.7057,0.0000,4.4899,7.7057,0.0000,0.0000,0.0000,0.0000
2021-12-03,2,d1_00z,3.4443,5.9409,0.0000,3.5972,6.4075,0.0000,-0.1528,-0.4666,0.0000,4.4203,7.3213,0.0000,4.6253,7.7183,0.0000,-0.2050,-0.3970,0.0000
2021-12-03,2,d1_12z,3.6160,6.4306,0.0000,3.5972,6.4075,0.0000,0.0188,0.0231,0.0000,4.6894,7.7654,0.0000,4.6253,7.7183,0.0000,0.0642,0.0471,0.0000
2021-12-03,3,d1_00z,3.2613,5.5277,0.0000,3.5175,6.1646,0.0000,-0.2562,-0.6369,0.0000,4.3583,6.9987,0.0000,4.9878,8.0657,0.0000,-0.6295,-1.0670,0.0000
2021-12-03,3,d1_12z,3.5022,6.1376,0.0000,3.5175,6.1646,0.0000,-0.0153,-0.0271,0.0000,4.9772,8.0309,0.0000,4.9878,8.0657,0.0000,-0.0106,-0.0348,0.0000
2021-12-03,4,d1_00z,3.0943,5.1072,0.0000,3.3847,5.7750,0.0000,-0.2904,-0.6678,0.0000,4.2760,6.7223,0.0000,4.8185,7.6403,0.0000,-0.5425,-0.9180,0.0000
2021-12-03,4,d1_12z,3.3388,5.7015,0.0000,3.3847,5.7750,0.0000,-0.0459,-0.0735,0.0000,4.7348,7.5055,0.0000,4.8185,7.6403,0.0000,-0.0836,-0.1347,0.0000
2021-12-03,5,d1_00z,2.9203,4.7345,0.0000,3.2260,5.4093,0.0000,-0.3057,-0.6748,0.0000,3.9261,6.0099,0.0000,4.5679,7.0400,0.0000,-0.6418,-1.0301,0.0000
2021-12-03,5,d1_12z,3.1592,5.2678,0.0000,3.2260,5.4093,0.0000,-0.0668,-0.1415,0.0000,4.4389,6.8230,0.0000,4.5679,7.0400,0.0000,-0.1291,-0.2170,0.0000
2021-12-03,6,d1_00z,2.6850,4.2267,0.0000,3.0436,4.9929,0.0000,-0.3586,-0.7662,0.0000,3.3573,5.0633,0.0000,4.1183,6.3870,0.0000,-0.7610,-1.3238,0.0000
2021-12-03,6,d1_12z,2.9514,4.8242,0.0000,3.0436,4.9929,0.0000,-0.0922,-0.1687,0.0000,3.9076,6.0151,0.0000,4.1183,6.3870,0.0000,-0.2107,-0.3720,0.0000
2021-12-03,7,d1_00z,2.4158,3.6424,0.0282,2.8380,4.4874,0.0301,-0.4222,-0.8450,-0.0019,2.9577,4.3381,0.0043,3.4122,5.2434,0.0043,-0.4545,-0.9053,-0.0000
2021-12-03,7,d1_12z,2.7501,4.3320,0.0298,2.8380,4.4874,0.0301,-0.0879,-0.1554,-0.0003,3.2454,4.9190,0.0042,3.4122,5.2434,0.0043,-0.1668,-0.3244,-0.0000
2021-12-03,8,d1_00z,2.2039,3.1839,39.1586,2.6197,4.0811,39.0834,-0.4158,-0.8972,0.0752,2.8781,3.9950,35.8668,3.1204,4.5320,35.8269,-0.2423,-0.5370,0.0399
2021-12-03,8,d1_12z,2.4277,3.7008,39.0465,2.6197,4.0811,39.0834,-0.1920,-0.3803,-0.0369,2.9494,4.1589,35.8037,3.1204,4.5320,35.8269,-0.1709,-0.3731,-0.0232
2021-12-03,9,d1_00z,2.0763,2.7301,190.5087,2.5122,3.5094,191.4492,-0.4358,-0.7793,-0.9404,3.0284,3.9216,187.5422,3.1868,4.1052,187.6936,-0.1583,-0.1836,-0.1515
2021-12-03,9,d1_12z,2.3106,3.1204,191.0403,2.5122,3.5094,191.4492,-0.2016,-0.3891,-0.4089,3.1337,3.9725,187.6963,3.1868,4.1052,187.6936,-0.0531,-0.1327,0.0027
2021-12-03,10,d1_00z,2.1315,2.4542,344.4545,2.5023,2.9969,344.3385,-0.3708,-0.5427,0.1160,3.2062,3.8409,342.7899,3.3313,3.9754,342.3820,-0.1251,-0.1345,0.4079
2021-12-03,10,d1_12z,2.2850,2.6674,344.1859,2.5023,2.9969,344.3385,-0.2173,-0.3295,-0.1526,3.2953,3.9368,342.6916,3.3313,3.9754,342.3820,-0.0360,-0.0386,0.3096
2021-12-03,11,d1_00z,2.2867,2.5773,457.3401,2.3874,2.6984,456.9473,-0.1007,-0.1212,0.3928,3.4308,4.0326,458.1265,3.2614,3.7728,457.5748,0.1694,0.2598,0.5517
2021-12-03,11,d1_12z,2.2738,2.5335,456.8852,2.3874,2.6984,456.9473,-0.1136,-0.1649,-0.0621,3.3662,3.9274,458.0944,3.2614,3.7728,457.5748,0.1048,0.1546,0.5196
2021-12-03,12,d1_00z,2.6907,3.0804,514.6649,2.3296,2.5779,514.6386,0.3611,0.5025,0.0264,3.8207,4.4744,518.4778,3.2337,3.7311,518.1064,0.5870,0.7433,0.3714
2021-12-03,12,d1_12z,2.4946,2.7909,514.5661,2.3296,2.5779,514.6386,0.1650,0.2130,-0.0725,3.4540,4.0449,518.7091,3.2337,3.7311,518.1064,0.2203,0.3138,0.6027
2021-12-03,13,d1_00z,3.1330,3.7250,511.1481,2.5796,2.8995,511.1992,0.5534,0.8255,-0.0510,4.2713,5.1524,517.4971,3.6036,4.2300,517.4933,0.6677,0.9224,0.0038
2021-12-03,13,d1_12z,2.8182,3.2448,510.6444,2.5796,2.8995,511.1992,0.2387,0.3453,-0.5548,3.8692,4.5942,517.7223,3.6036,4.2300,517.4933,0.2656,0.3642,0.2289
2021-12-03,14,d1_00z,3.5418,4.3610,446.7490,2.9656,3.5314,446.9692,0.5762,0.8296,-0.2201,4.6117,5.7211,455.3392,4.1900,5.0738,455.6516,0.4217,0.6473,-0.3124
2021-12-03,14,d1_12z,3.1237,3.7569,446.3497,2.9656,3.5314,446.9692,0.1581,0.2255,-0.6194,4.2604,5.2146,455.6609,4.1900,5.0738,455.6516,0.0704,0.1407,0.0092
2021-12-03,15,d1_00z,3.6790,4.7900,328.9878,3.1455,3.9792,328.9598,0.5335,0.8108,0.0280,4.7130,6.0843,338.9242,4.3026,5.4577,339.0504,0.4104,0.6267,-0.1262
2021-12-03,15,d1_12z,3.2677,4.1505,328.6988,3.1455,3.9792,328.9598,0.1223,0.1713,-0.2610,4.3486,5.5429,339.1133,4.3026,5.4577,339.0504,0.0460,0.0853,0.0629
